올 시즌 제주는 맡은 팀 마다 우수한 성적을 견인한 브라질 출신 알툴 감독을 영입하면서 '제2의 파리아스 매직'을 이어가겠다는 의지를 피력했다 .	O O ORG-B O O O O O O LOC-B O PER-B O O O ORG-B O O O O O 
신예 미드필더 구자철 (19)은 지난 부산전에서 가벼운 부상을 당해 출장 여부가 미지수다 .	O O PER-B NOH-B O POH-B O O O O O O O 
[플라마] 오는 5일과 6일 성남을 비롯한 전국 7개 구장에서 '삼성 하우젠 K-리그 2008' 4라운드 경기가 열린다 .	O O DAT-B DAT-B ORG-B O O NOH-B O POH-B POH-I POH-I DAT-B NOH-B O O O 
그리고 울산은 대구로 가서 화끈한 공격 축구를 구사하고 있는 대구 FC와 한 판 대결을 펼친다 .	O ORG-B ORG-B O O O O O O ORG-B ORG-I NOH-B NOH-I O O O 
전남은 우승 후보 성남과 원정 경기를 펼쳐야 한다는 부담을 안고 있고, 포항도 시즌 첫 승리를 거둔 전북과 일전을 치러야 한다 .	ORG-B O O ORG-B O O O O O O O ORG-B O O O O ORG-B O O O O 
박지성은 지난 2일 열린 AS로마 (이스테이트)와의 2007-08시즌 유럽축구연맹 (UEFA) 챔피언스리그 8강 1차전에서 풀타임 출전해 맨유의 2-0 승리를 거들었다 .	PER-B O DAT-B O ORG-B LOC-B DUR-B ORG-B ORG-B POH-B NOH-B NOH-B O O ORG-B NOH-B O O O 
하지만 미들스브러는 5명의 공격수가 모두 기대에 못 미치는 가운데 호삼 아메드미도 마저 스포츠 헤르니아 (탈장) 부상으로 인해 올시즌을 접었다 .	O ORG-B NOH-B O O O O O O PER-B PER-I O POH-B POH-I O O O O O O 
그 가운데 박지성과 이영표가 6차례 맞대결을 벌였다 .	O O PER-B PER-B NOH-B O O O 
2007.2. 5 박지성 (맨유) 4-0 이영표 (토트넘)	DAT-B DAT-I PER-B ORG-B NOH-B PER-B ORG-B 
K3리그 '부천FC-화성 신우전자' 인터넷 생중계	POH-B POH-B POH-I O O 
용인 시민축구단 : 서울 파발FC  (용인종합운동장)	ORG-B ORG-I O ORG-B ORG-I LOC-B 
3일까지 각 팀마다 4~5경기씩 치른 가운데 선두 삼성은 5연승인 반면 최하위 한화는 5연패에 빠졌다 .	DAT-B O O NOH-B O O O ORG-B NOH-B O O ORG-B NOH-B O O 
권혁 오승환은 4경기에서 평균자책점이 0이고 알지만도 4경기에 등판해 단 1점만 허용했다 .	PER-B PER-B NOH-B O NOH-B PER-B NOH-B O O NOH-B O O 
창단 후 처음 펼친 목동구장 홈 3연전에서 한화를 제물로 3연승을 거뒀다 .	O O O O LOC-B O NOH-B ORG-B O NOH-B O O 
타력이라는게 올라갈때가 있으면 내려갈때도 있는 법이지만 현재 상황에서 딱히 눈에 띄는 해결책이 보이지 않는다는게 김재박 감독의 고민이다 .	O O O O O O O O O O O O O O PER-B O O O 
[최근 시즌 개막 후 5연승 행진을 달리는 삼성 라이온스 .	O O O O NOH-B O O ORG-B ORG-I O 
한편, 복수전에 나서는 탤런트 그린 팀은 '협보' 임대호 부단장의 중원 지휘 아래 연예계의 축구 선수로 불리는 톱스타 유오성이 가세해 공격력이 한 층 업그레이드된 것으로 평가받고 있어, '디펜딩 챔피언'과 치열한 기 싸움이 예상된다 .	O O O ORG-B ORG-I ORG-I O PER-B O O O O O O O O O PER-B O O NOH-B NOH-I O O O O O O O O O O O 
또한, 개막전 경기는 강성범의 재치 있는 해설로 MBC ESPN을 통해 오후 2시부터 LIVE로 중계될 예정이다 .	O O O PER-B O O O POH-B POH-I O TIM-B TIM-I O O O O 
이후 LA갤럭시는 도노번이 추가골을 터뜨려 경기를 완승으로 마무리 지었다 .	O ORG-B PER-B O O O O O O O 
한국게임산업협회 (회장 권준모)가 주최하고, 사이버패스 (대표 백종진)가 후원하는 ‘제1회 게임인 축구리그’가 오는 5일부터 6월7일까지 한강시민공원 및 보라매구장에서 개최된다 .	ORG-B O PER-B O ORG-B O PER-B O NOH-B POH-B POH-I O DUR-B DUR-I LOC-B O LOC-B O O 
바레인에 패한 일본, 강팀 상대로 전력 점검	LOC-B O ORG-B O O O O 
일본 대표팀의 오카다 다케시 감독은 "바레인전에서는 한심한 경기를 했다 .	LOC-B O PER-B PER-I O O O O O O 
울산과의 개막전 무승부 이후 전북과 대구를 연파하며 연승가도를 달리고 있는 FC서울은 반드시 광주를 꺾고 선두권으로 올라서겠다는 각오다 .	ORG-B O O O ORG-B ORG-B O O O O ORG-B O ORG-B O O O O O 
김호준이 기대 이상으로 선전하고 있고 김병지가 복귀 준비를 마쳐 선후배간 선의의 경쟁을 펼쳐야 한다 .	PER-B O O O O PER-B O O O O O O O O O 
또한 FC서울 선수들인 김승용 한태유 최재수 박동석 등이 출전할 것으로 이들간의 대결을 보는 것도 또 하나의 볼거리가 될 전망이다 .	O ORG-B O PER-B PER-B PER-B PER-B O O O O O O O O O O O O O 
일본 '데일리 스포츠'는 오카다 감독의 발언에 '그동안 오카다 감독은 선수들에게 자유로운 판단을 맡겼다 .	LOC-B POH-B POH-I PER-B O O O PER-B O O O O O O 
또 지난시즌까지 계속된 전 · 후기리그 우승팀이 챔피언을 가리는 방식에서 리그 2위팀이 포함된 토너먼트로 4강 플레이오프를 치르는 방식으로 바뀌었다 .	O O O O O O O O O O O NOH-B O O NOH-B O O O O O 
나니 또 출전 불투명	PER-B O O O 
AS 로마전을 승리로 이끌었던 웨인 루니, 크리스티아누 호날두 쌍포는 물론, 정예 멤버를 연이어 출격시킬 것으로 예상할 수 있다 .	POH-B POH-I O O PER-B PER-I PER-B PER-I O O O O O O O O O O O 
최근 9경기 연속 결장 중인 이동국이 1군 전력에서 거의 제외된 형편이기 때문이다 .	O NOH-B O O O PER-B ORG-B O O O O O O 
허정무 감독은 6일 김현태 골키퍼 코치 (47)와 함께 탄천종합운동장에서 치러지는 성남-전남전을 관전한다 .	PER-B O DAT-B PER-B O O NOH-B O LOC-B O POH-B O O 
다음날에는 대구스타디움의 대구FC-울산전까지 이틀사이 3경기를 보는 강행군을 펼친다 .	O LOC-B POH-B O NOH-B O O O O 
이로써 이승엽은 최근 5경기 연속안타를 이어가지 못했다 .	O PER-B O NOH-B O O O O 
한편, 주니치 드래곤스의 이병규도 야쿠르트 스왈로스와의 경기에 선발 우익수 겸 3번타자로 나섰지만 볼넷 1개만 얻었을 뿐 3타수 무안타에 그쳤다 .	O ORG-B ORG-I PER-B ORG-B ORG-I O O O O NOH-B O O NOH-B O O NOH-B O O O 
전날 SK에게 홈에서 덜미를 잡혀 개막 4연승 행진을 마감했던 롯데는 이날 승리로 시즌 5승 1패를 기록, 삼성과 함께 공동 선두로 어깨를 나란히 했다 .	O ORG-B O O O O NOH-B O O ORG-B O O O NOH-B NOH-B O ORG-B O O O O O O O 
마해영은 2회초 봉중근의 126km짜리 체인지업을 기다렸다는 듯이 받아쳐 좌측 담장을 넘기는 솔로아치를 그렸다 .	PER-B NOH-B PER-B NOH-B O O O O O O O O O O 
롯데는 8회초 정수근의 재치있는 플레이로 승부의 균형을 깼다 .	ORG-B NOH-B PER-B O O O O O O 
가르시아 역시 홈런 포함, 4타수 2안타 2타점 1득점으로 제 몫을 다했다 .	PER-B O O O NOH-B NOH-B NOH-B NOH-B O O O O 
SK투수 제춘모가 4일 문학구장 지하 주차장 사이를 열심히 뛰어다니며 몸을 풀었다 ．	ORG-B PER-B DAT-B LOC-B O O O O O O O O 
'공명이'로 변한 제춘모는 마운드에 서서 엄청난 강속구를 뿌려 포수는 물론 주변을 놀라게 했다 ．	O O PER-B O O O O O O O O O O O 
삼성은 백업포수 현재윤이 지난달 시범경기 중 쇄골 부상을 당해 낙오함에 따라 안방 보강 차원에서 심광호를 긴급 수혈했다 .	ORG-B O PER-B O O O O O O O O O O O PER-B O O O 
지난 2004년 삼성에서 프리에이전트 (FA)자격을 얻어 KIA와 4년간 최대 28억 원에 계약한 뒤 중도인 2006년 LG로 이적했다 ．	O DAT-B ORG-B O O O ORG-B DUR-B O MNY-B MNY-I O O O DAT-B ORG-B O O 
부산발 야구열기를 더욱 끌어올리는 불쏘시개 역할을 톡톡히한 것이다 ．	LOC-B O O O O O O O O 
올시즌 연봉 3700만원을 받은 이현승이 심정수 (7어5000만원) 등 억대 선수가 즐비한 삼성의 막강 타선을 5이닝 동안 1실점으로 막아 '야구 모른다'는 말을 입증했다 ．	O O MNY-B O PER-B PER-B MNY-B O O O O ORG-B O O NOH-B O NOH-B O O O O O O 
삼성 패-한화 승, 전승전패 팀은 사라졌다	ORG-B O O O O O 
KIA 선발 호세 리마는 7．2이닝 2탈삼진 4안타 1실점의 빼어난 피칭을 하며 류현진과 팽팽한 에이스 대결을 펼쳤지만 후속 투수의 난조로 두번째 등판에서도 승리를 챙기지 못했다 ．	ORG-B O PER-B PER-I NOH-B NOH-B NOH-B NOH-B O O O PER-B O O O O O O O O O O O O O 
마해영은 2회 선제 1점홈런 (시즌 2호)으로 프로 3번째 1600안타의 기록을 세웠다 ．	PER-B NOH-B O NOH-B O NOH-B O NOH-B NOH-B O O O 
한편 시즌 처음으로 5번타자로 강등된 요미우리 이승엽은 무안타로 5 연속경기안타에서 멈춰섰다 ．	O O O NOH-B O ORG-B PER-B O NOH-B NOH-I O O 
두산 김동주와 최준석이 침묵한 반면 SK 4번 박재홍은 3번째 타석에서 1타점 결승 2루타를 날려 기대에 화답했다 ．	ORG-B PER-B PER-B O O ORG-B NOH-B PER-B NOH-B O NOH-B O NOH-B O O O O 
만약 김동주가 상대의 주루플레이를 주의깊게 지켜보고 지적했더라면 승부는 다른 방향으로 흐를 수 있었다 ．	O PER-B O O O O O O O O O O O O 
모창민도 신인답지않게 잘했다 ．	PER-B O O O 
정규리그 우승팀 원주 동부는 5일 오후3시 원주치악체육관에서 안양 KT&G를 상대로 2007∼2008 SK텔레콤 T 프로농구 4강 플레이오프	O O ORG-B ORG-I DAT-B TIM-B LOC-B ORG-B ORG-I O DUR-B POH-B POH-I POH-I NOH-B O 
원주 동부와 안양KT&G의 2차전은 7일 오후7시 원주치악체육관에서, 3차전은 9일 오후2시10분 안양실내체육관, 4차전은 11일 오후7시 안양, 5차전까지 갈 경우 13일 오후3시 원주에서 경기가 치러진다 .	ORG-B ORG-I ORG-B NOH-B DAT-B TIM-B LOC-B NOH-B DAT-B TIM-B LOC-B NOH-B DAT-B TIM-B LOC-B NOH-B O O DAT-B TIM-B LOC-B O O O 
올시즌이 시작되기 전까지만 하더라도 롯데 마운드는 '역삼각형'을 떠올리게 했다 .	O O O O ORG-B O O O O O 
좌완투수 중에서는 강영식이 역시 예년과 다르게 안정된 투구를 펼치고 있다 .	O O PER-B O O O O O O O O 
LG의 선발투수의 평균자책점은 38이닝 동안 4.03. 롯데에 비해 뛰어난 평균자책점이다 .	ORG-B O O NOH-B O NOH-B ORG-B O O O O 
특히 롯데는 초반 기선제압에 성공하며 경기를 쉽게 풀어나갔다 .	O ORG-B O O O O O O O 
LG는 롯데와 정반대의 양상이었다 .	ORG-B ORG-B O O O 
LG보다 선취득점시 승률이 낮은 팀은 35승24패 승률 .594를 기록한 현대 밖에 없었다 .	ORG-B O O O O NOH-B O PNT-B O ORG-B O O O 
이러한 점들이 쌓여 '5승 1패' 롯데와 '1승 5패' LG를 만들고 있다 .	O O O O NOH-B ORG-B O NOH-B ORG-B O O O 
그렇다면 오재원의 2번 타자 겸 1루수 출장은 어떠한 의미를 지니고 있을까 .	O PER-B NOH-B O O NOH-B O O O O O O 
홍원기는 2002시즌까지 매시즌 내야 전 포지션을 소화했다 .	PER-B DAT-B O O O O O O 
2루수로도 2이닝을 소화했지만 붙박이 주전 2루수 고영민이 있었기 때문에 많은 출장 시간은 아니었다 .	NOH-B NOH-B O O O NOH-B PER-B O O O O O O O 
김경문 감독 역시 "좌투수를 상대할 때도 방망이를 잘 쳤다"고 말하며 오재원에게 믿음을 보냈다 .	PER-B O O O O O O O O O PER-B O O O 
보통의 1루수라면 주자들보다 대부분 덩치가 크지만 오재원의 경우에는 1루수로는 어울리지 않는 호리호리한 체형이다 .	O NOH-B O O O O PER-B O NOH-B O O O O O 
'3번 타자' 고영민의 모습은 기존의 빠른 발과 함께 장타력까지 갖춰지며 기존의 상식을 뒤엎는 새로운 3번 타자의 모습을 제시했다 .	O O PER-B O O O O O O O O O O O NOH-B O O O O 
"역시 일본은 내 텃밭"	O LOC-B O O 
이승호는 경기후 "대회 코스가 한국 골프장처럼 편안한 느낌이 들었다 .	PER-B O O O LOC-B O O O O O 
스윙교정으로 슬럼프에 빠진 김경태 (22 ㆍ 신한은행)도 이 그룹에 머물렀다 .	O O O PER-B NOH-B O ORG-B O O O O 
호나우지뉴는 2003-04, 2004-05시즌 연속 국제축구연맹 (FIFA) 최우수 선수상을 수상하며 기량을 만개했다 .	PER-B DUR-B DUR-B O ORG-B ORG-B O O O O O O 
그 이유로 최근 호나우지뉴의 형이자 에이전트인 호베르투 데 아시스가 이탈리아 밀라노 시내에서 AC밀란의 아드리아노 갈리아니 부회장과 회식을 하는 장면이 포착됐다고 전하고 있다 .	O O O PER-B O O PER-B PER-I PER-I LOC-B LOC-B O ORG-B PER-B PER-I O O O O O O O O 
불리하리라는 예상을 딛고 잉글랜드의 거함 첼시를 홈에서 격파 (2-1승)하며 신바람을 낸 까닭이다 .	O O O LOC-B O ORG-B O O NOH-B O O O O 
카짐-리차즈, P.일한, B.알리, C.야신 등 공격가담능력이 우수하고 두 가지 이상의 포지션을 소화할 수 있는 멀티 플레이어들을 집중적으로 사들이는 한편, 팀 내 공격자원의 효율적인 활용 방식 개발에 공을 들였다 .	PER-B PER-B PER-B PER-B O O O NOH-B NOH-I O O O O O O O O O O O O O O O O O O O O 
8강 1차전에서 정상급 방어력을 갖춘 첼시를 상대로 2골을 뽑아낸 것 역시 희망을 드높이는 소재다 .	NOH-B NOH-B O O O ORG-B O NOH-B O O O O O O O 
레이커스의 가솔과 댈러스의 더크 노비츠키, 양팀을 대표하는 유럽출신 빅맨이 지난 3일 부상을 털고 나란히 복귀해 이날 경기에 대한 관심이 높아졌다 .	ORG-B PER-B ORG-B PER-B PER-I NOH-B O O PER-B O DAT-B O O O O O O O O O O 
레이커스는 종료 40초전 오덤의 어시스트를 받은 가솔이 골밑득점에 이어 추가자유투까지 성공시키면서 108-106으로 앞섰다 .	ORG-B O NOH-B PER-B O O PER-B O O O O NOH-B O O 
정규시즌 3위팀 현대캐피탈은 5일 천안 유관순체육관에서 열린 2007-08 NH농협 프로배구 V리그 남자부 플레이오프 2차전에서 브라질 출신 외국인 공격수 로드리고의 활약에 힘입어 정규시즌 2위 대한항공을 세트스코어 3-1 (25-23 21-25 26-24 25-19)로 눌렀다 .	O NOH-B ORG-B DAT-B LOC-B LOC-I O DUR-B POH-B POH-I POH-I O O NOH-B LOC-B O O O PER-B O O O NOH-B ORG-B O NOH-B NOH-B NOH-B NOH-B NOH-B O O 
하지만 대한항공은 곧바로 2세트부터 반격에 니샀다 .	O ORG-B O NOH-B O O O 
현대캐피탈은 23-23 동점에서 로드리고의 절묘한 스파이크서브로 먼저 세트포인트에 도달했다 .	ORG-B NOH-B O PER-B O O O O O O 
" 그러나 올시즌 최고의 식스맨 김일두 (26 · 안양 KT&G)의 공백은 컸다 .	O O O O O PER-B NOH-B O ORG-B ORG-I O O O 
아예 원주 원정길에도 합류하지 않은 채 치료를 받아야할 정도로 부상이 심각하다 .	O LOC-B O O O O O O O O O O 
외곽수비 부담을 덜은 김주성은 골밑수비에 집중해 상대의 공격루트를 원천 봉쇄했다 .	O O O PER-B O O O O O O O 
결국 동부는 73-62로 승리해 챔피언결정전 진출에 유리한 교두보를 마련했다 .	O ORG-B NOH-B O O O O O O O 
동부는 5일 홈구장 원주 치악체육관에서 열린 2007-08 SK텔레콤 T 프로농구 안양 KT&G 카이츠와의 4강 플레이오프 1차전에서 26점 7리바운드 4블록슛을 기록한 김주성과 3점슛 3개를 터뜨린 양경민의 활약으로 73-62로 승리했다 .	ORG-B DAT-B O LOC-B LOC-I O DUR-B POH-B POH-I POH-I ORG-B ORG-I ORG-I NOH-B O NOH-B NOH-B NOH-B NOH-B O PER-B NOH-B NOH-B O PER-B O NOH-B O O 
베테랑 양경민이 채워줄 수 있는 부분이다 .	O PER-B O O O O O 
동부는 2쿼터를 22-9로 압도하는 등 40-24로 전반을 마쳐 승기를 잡았다 .	ORG-B NOH-B NOH-B O O NOH-B O O O O O 
모바일 마이데일리 3693 NATE/magicⓝ/ez-i	O O NOH-B O 
당시 김진용은 골을 터뜨리며 3-0 완승을 이끌었다 .	O PER-B O O NOH-B O O O 
앞선 경기에서 경남이 기록한 골은 4골 .	O O ORG-B O O NOH-B O 
전반 29분 첫 골도 인디오의 패스에 문전 앞에 있던 수비진이 자신을 마크하는 사이 정윤성이 가볍게 선제골을 터뜨린 것이었다 .	O NOH-B O O PER-B O O O O O O O O PER-B O O O O O 
하지만 그동안 골문 앞에서 마무리 능력이 뛰어난 공격수가 없어 고민하던 경남에 김진용이 가세하면서 공격력에 한층 힘이 실릴 것으로 보인다 .	O O O O O O O O O O ORG-B PER-B O O O O O O O O 
이날 SK 선발투수로 나선 김광현은 두산 타선을 6⅓이닝 동안 1실점으로 틀어 막으며 시즌 첫 승을 거뒀다 .	O ORG-B O O PER-B ORG-B O NOH-B O NOH-B O O O O O O O 
선두타자 정근우가 우전안타에 이은 도루로 득점 찬스를 만든 후 박정권이 좌전적시타를 쳐 1-1 동점에 성공했다 .	O PER-B O O O O O O O PER-B O O NOH-B O O O 
SK는 이어진 6회말 공격에서 박경완의 좌전 안타에 이은 상대팀 실책과 조동화의 번트 안타가 겹치며 무사 만루 찬스를 잡았다 .	ORG-B O NOH-B O PER-B O O O O O PER-B O O O O O O O O 
'에이스 등번호' 김명제, 절반의 성공	O O PER-B O O 
이후에는 다니엘 리오스 (야쿠르트)의 등번호가 돼 일명 '에이스 등번호'로 자리매김했다 .	O PER-B PER-I ORG-B O O O O O O O 
김명제는 2회말 투구에서도 2사 이후 정근우에게 좌전안타, 도루를 허용하며 추가 실점 위기를 맞았지만 박재상을 2루수 앞 땅볼로 처리했다 .	PER-B NOH-B O NOH-B O PER-B O O O O O O O PER-B NOH-B O O O O 
김명제가 위기를 슬기롭게 넘기자 두산 타선은 6회초 공격에서 1사 2, 3루 동점 찬스를 맞았지만 채상병과 민병헌이 삼진으로 물러나며 김명제는 아쉬움을 삼켜야만 했다 .	PER-B O O O ORG-B O NOH-B O NOH-B NOH-B NOH-B O O O PER-B PER-B O O PER-B O O O O 
[두산 김명제 .	O PER-B O 
이날 현대캐피탈이 승리를 거둔 데는 16점에 이르는 블로킹 득점이 결정적인 요인이었다 .	O ORG-B O O O NOH-B O O O O O O 
이날 경기 후 바로 6일 인천으로 이동해 3차전을 치러야 하는 김호철 감독은 "내일은 작전 보다는 심리적인 부분이 크게 작용할 것"이라며 "나이 든 선수들이 연속 경기를 치르는게 어렵지만 최선을 다해 챔피언 결정전으로 가는 방법을 모색하겠다"고 포부를 밝혔다 .	O O O O DAT-B LOC-B O NOH-B O O PER-B O O O O O O O O O O O O O O O O O O O O O O O O O O 
전신 TG 시절 수차례 우승을 합작했던 김주성과의 호흡도 돋보였다 .	O ORG-B O O O O PER-B O O O 
2년 동안 뛰지 못했다 .	DUR-B O O O O 
특히 전반에는 정윤성의 올시즌 첫 골을 도우며 조광래 감독의 기대에 부응했다 .	O O PER-B O O O O PER-B O O O O 
김광현 (SK)은 5일 문학구장에서 펼쳐진 2008 삼성 PAVV 프로야구 두산 베어스와의 홈경기에 선발등판해 시즌 첫 승을 거뒀다 .	PER-B ORG-B DAT-B LOC-B O DAT-B POH-B POH-I POH-I ORG-B ORG-I O O O O O O O 
하지만 고비 때마다 상대 타자를 범타로 처리하며 두산 타자를 돌려 세웠다 .	O O O O O O O ORG-B O O O O 
초구를 때려낸 이종욱, 김현수를 제외하고는 다른 3명의 타자를 상대로 한 초구가 모두 볼이었을 만큼 제구가 제대로 이뤄지지 않았다 .	O O PER-B PER-B O O NOH-B O O O O O O O O O O O O 
하지만 김광현은 대타로 나선 채상병에게 3구 삼진, 민병헌 역시 삼진으로 돌려 세우며 가벼운 마음으로 덕아웃으로 돌아갔다 .	O PER-B O O PER-B NOH-B O PER-B O O O O O O O O O 
김광현은 이어 "삼진보다 맞춰 잡는 피칭 위주로 하려고 했는데 1회초부터 선두타자 이종욱이 초구에 안타를 때려내 당황을 했다"고 말하며 "'여기서 무너지면 올시즌이 힘들겠구나' 생각해서 매 순간 위기마다 집중해서 던진 것이 효과를 본 것 같다"고 밝혔다 .	PER-B O O O O O O O O NOH-B O PER-B O O O O O O O O O O O O O O O O O O O O O O O 
전 감독은 포스트시즌 히든카드로 준비한 베테랑 양경민의 활약에 칭찬을 아끼지 않았다 .	PER-B O O O O O PER-B O O O O O 
그러나 동부는 이에 대한 대비가 철저한 상태였다 .	O ORG-B O O O O O O 
천안시청 (이하 천안) 5일 오후 인천 문학경기장에서 열린 2008 내셔널리그 전기리그 1라운드에서 전반 44분과 후반 19분에 터진 김관욱과 김준식의 골에 힘입어, 노희용이 한 골을 만회한 인천 코레일을 누르고 리그 데뷔전을 값진 승리로 장식했다 .	ORG-B O ORG-B DAT-B O LOC-B LOC-I O DAT-B POH-B POH-I NOH-B O NOH-B O NOH-B O PER-B PER-B O O PER-B NOH-B NOH-I O ORG-B ORG-I O O O O O O O 
전열을 가다듬어 후반에 임한 인천은 후반 7분 윤석이 페널티어에리어 외곽에서 강력한 중거리 슛을 터뜨렸으나, 천안 골키퍼 김진수 (24)의 선방에 막히며 동점골을 뽑아내지 못했다 .	O O O O ORG-B O NOH-B O O O O O O O O O PER-B NOH-B O O O O O O 
오늘 이긴 것도 중요하지만, 홈 팬들을 만나게 될 다음 경기가 더 걱정이다”라며 “잘 준비해서 천안 시민들에게 멋진 축구를 선보이겠다”라고 승리 소감을 말했다 .	O O O O O O O O O O O O O O LOC-B O O O O O O O O 
